sec,nat,scho,town,sect,study,final
74.64,58,1139,9,8,3,4
96.89,58,73,36,8,3,6
76.61,58,73,36,8,3,4
72.97,58,1139,9,8,3,4
61.89,58,1140,9,8,5,4
69.94,58,658,36,8,3,4
64.58,58,73,36,8,3,3
68.61,58,810,12,8,3,4
76.72,58,73,36,8,3,5
82.58,58,73,36,8,3,5
79.08,58,658,36,8,3,5
68.14,58,73,36,8,3,4
96.86,58,73,36,8,3,6
76.22,58,73,36,8,3,4
78.78,58,73,36,8,3,4
86.72,58,73,36,8,3,5
86.14,58,73,36,8,3,5
71.67,58,658,36,8,3,5
97.64,58,73,36,8,3,6
77.81,58,73,36,8,3,4
94.92,58,658,36,8,3,6
86.64,58,658,36,8,3,6
95.31,58,73,36,8,3,6
98.28,58,73,36,8,3,6
80.83,58,501,6,8,3,5
80.58,58,272,4,8,3,5
82.22,58,272,4,8,3,5
97.36,58,1942,26,8,3,6
84.61,58,272,4,8,3,5
91.64,58,272,4,8,3,6
89.64,58,272,4,8,3,6
95.92,58,272,4,8,3,6
98.94,58,272,4,8,3,6
93.22,58,272,4,8,3,6
67.31,58,265,9,8,3,4
99.67,58,272,4,8,3,6
82.33,58,272,4,8,3,5
84.92,58,272,4,8,3,5
82.39,58,272,4,8,3,5
89.64,58,272,4,8,3,6
86.69,58,272,4,8,3,5
69.53,58,265,9,8,3,4
94.22,58,272,4,8,3,6
97.19,58,152,4,8,3,6
68.86,58,272,4,8,3,4
70.36,58,272,4,8,3,3
90.92,58,272,4,8,3,6
87.19,58,272,4,8,3,5
94.36,58,272,4,8,3,6
83.03,58,272,4,8,3,5
71.72,58,1136,4,8,3,4
99.58,58,152,4,8,3,6
93.19,58,152,4,8,3,6
79.5,58,152,4,8,3,5
70.68,58,528,4,9,3,3
70.42,58,504,4,8,3,4
73.78,58,504,4,8,3,4
78,58,504,4,8,3,4
76.72,58,504,4,8,3,4
78.67,58,152,4,8,3,5
72.42,58,2057,4,8,3,4
78.36,58,504,4,8,3,5
75,58,504,4,8,3,4
93.61,58,504,4,8,3,6
72.57,58,517,4,9,5,4
75.39,58,504,4,8,3,4
92.33,58,2321,4,8,3,6
87.33,58,181,35,8,5,5
73.17,58,504,4,8,3,4
77.69,58,2057,4,8,3,5
75.22,58,504,4,8,3,4
80.89,58,504,4,8,3,5
87.36,58,504,4,8,3,5
75.39,58,504,4,8,3,4
97.61,64,2321,4,8,3,6
80.18,58,2321,4,9,3,4
95.14,58,2321,4,8,3,6
76.75,58,2321,4,8,3,4
82,58,2321,4,9,3,4
71.75,58,2321,4,8,3,4
61.74,58,858,36,9,3,4
95.44,58,774,10,8,3,6
84.58,58,2057,4,8,3,5
82.64,58,2057,4,8,3,5
85.56,58,2057,4,8,3,5
88.75,58,2057,4,8,3,6
89,58,2057,4,8,3,6
92.69,58,2057,4,8,3,6
79.65,58,1574,36,9,5,4
77.36,58,1327,12,8,3,4
79.36,58,2057,4,8,3,5
97.92,58,2057,4,8,3,6
89.14,58,2057,4,8,3,6
89.72,58,2057,4,8,3,6
79.64,58,2057,4,8,3,5
74.33,58,2057,4,8,3,4
97.08,58,2057,4,8,3,6
96.64,58,2056,4,8,3,6
91.69,58,2056,4,8,3,6
69.61,58,2056,4,8,3,4
87.08,58,2056,4,8,3,6
64.81,58,2056,4,8,3,3
72.81,58,2056,4,8,3,4
82.83,58,2056,4,8,3,5
84.47,58,2056,4,8,3,5
71.36,58,2056,4,8,3,4
99.06,58,2056,4,8,3,6
90.92,58,2056,4,8,3,6
63.33,58,2056,4,8,3,3
80.64,58,2056,4,8,3,5
95.94,58,2056,4,8,3,6
98.92,58,2056,4,8,3,6
78.78,58,2029,35,8,3,5
63.64,58,2056,4,8,3,3
88.56,58,2056,4,8,3,5
97.56,58,1860,26,8,3,6
72.64,58,1860,26,8,3,4
93.89,58,1860,26,8,3,6
99.33,21,1860,26,8,3,6
89.5,58,1859,26,8,3,6
77.67,58,1859,26,8,3,5
100,21,1860,26,8,3,6
65.5,58,1860,26,9,3,3
100,21,1860,26,8,3,6
100,21,1860,26,8,3,6
67.22,58,1860,26,8,3,4
97.42,21,1860,26,8,3,6
90.14,58,1860,26,8,3,6
79.47,58,1860,26,8,3,5
70.69,64,1860,26,8,3,4
72.94,58,1942,26,8,3,4
72.04,58,1565,26,9,5,4
98.17,21,1716,26,8,3,6
70.47,58,1860,26,8,3,3
81.21,58,1860,26,9,3,5
60.47,58,1716,26,8,3,3
96.31,58,1860,26,8,3,6
84.74,58,1860,26,9,3,5
93.22,58,682,26,8,3,6
75.25,58,1716,26,8,3,4
94.14,58,1942,26,8,3,6
83.06,58,1716,26,8,3,5
73.28,58,1183,26,8,3,4
89.03,58,1942,26,8,3,6
63.75,58,1860,26,8,3,3
84.89,58,1716,26,8,3,5
95.11,58,1942,26,8,3,6
71.79,58,1942,26,9,3,4
78.31,58,1716,26,8,3,5
75.5,58,1942,26,8,3,4
76.82,58,1942,26,9,3,4
94.58,58,682,26,8,3,6
64.14,58,1742,26,8,3,3
65.39,58,1942,26,8,3,3
94.64,58,1942,26,8,3,6
78.03,58,1716,26,8,3,5
90.36,58,1942,26,8,3,6
65.69,58,1942,26,8,3,3
87.24,58,1860,26,9,3,6
77.03,58,682,26,8,3,4
89.19,58,682,26,8,3,6
79.21,58,1716,26,9,3,5
96.64,58,682,26,8,3,6
95.47,33,1860,26,8,3,6
75.53,58,682,26,8,3,4
78.75,58,1716,26,8,3,5
76.72,58,682,26,8,3,4
81.47,58,2087,26,8,3,5
76.76,58,1942,26,9,3,4
94.97,21,1942,26,8,3,6
64.06,77,1860,26,8,3,3
70.14,58,1942,26,8,3,4
69.81,58,1942,26,8,3,3
80.17,58,1942,26,8,3,5
86.58,77,1860,26,8,3,5
89.78,58,1942,26,8,3,6
88,58,1942,26,8,3,5
86.39,58,1942,26,8,3,5
94.61,58,1942,26,8,3,6
58.86,58,1183,26,8,3,3
81.72,58,1942,26,8,3,5
80.53,58,1942,26,9,3,5
84.92,58,1716,26,8,3,5
81.94,58,1716,26,9,3,5
86.33,16,1860,26,8,3,5
86.25,58,1942,26,8,3,5
90.31,58,1942,26,8,3,6
94,58,1942,26,8,3,6
84,58,1942,26,8,3,5
88.06,58,1183,26,8,3,5
84.58,58,1942,26,8,3,5
77.67,58,2087,26,8,3,4
73.44,58,1942,26,8,3,4
70.19,77,1860,26,8,3,4
77.22,58,1113,26,9,5,4
80.42,58,1942,26,8,3,5
59.61,58,1476,26,8,4,2
66.97,58,1183,26,8,3,4
83.75,58,1716,26,8,3,5
99.72,21,1942,26,8,3,6
70.62,58,1942,26,9,3,4
65.81,58,1942,26,8,3,3
82.64,58,1942,26,8,3,5
82.17,58,1183,26,8,3,5
91.26,58,1860,26,9,3,5
81.13,58,1565,26,9,5,5
64.89,58,1183,26,8,3,3
85.86,58,1942,26,8,3,5
87.17,58,1942,26,8,3,5
73.15,58,1942,26,9,3,4
58.39,58,1942,26,8,3,3
76.38,58,1565,26,9,5,5
72.89,58,554,26,8,3,4
75.15,58,1860,26,9,3,4
93.39,58,1716,26,8,3,6
66.03,58,2087,26,8,3,3
73.42,58,2087,26,8,3,4
85.14,58,2087,26,8,3,5
96.03,58,2087,26,8,3,6
76.28,58,2087,26,8,3,4
83.14,58,2087,26,8,3,5
78.17,58,2087,26,8,3,5
84.96,58,1113,26,9,5,5
80.83,58,2087,26,8,3,4
66.56,58,2087,26,8,3,3
85.03,58,2087,26,8,3,5
92.31,58,2087,26,8,3,6
94.53,58,2087,26,8,3,6
71.92,58,2087,26,8,3,4
85.97,58,2087,26,8,3,5
76.53,58,2087,26,8,3,4
77,58,2087,26,8,3,5
98.31,58,2087,26,8,3,6
72.11,58,2087,26,8,3,4
68.25,58,2087,26,8,3,3
76.28,58,2087,26,8,3,4
66.78,58,2087,26,8,3,3
83.08,58,2087,26,8,3,5
72.28,58,2087,26,8,3,4
87.78,58,2087,26,8,3,5
65.83,58,2087,26,8,3,4
93.06,58,2087,26,8,3,6
71.97,58,2087,26,8,3,4
78.47,77,2087,26,8,3,5
87.22,58,2087,26,8,3,5
85.92,58,2087,26,8,3,5
64.17,58,2087,26,8,3,3
97.28,21,2087,26,8,3,6
72.39,58,2087,26,8,3,4
78.22,58,2087,26,8,3,4
93.25,58,2087,26,8,3,6
97.69,58,2087,26,8,3,6
66.36,58,1859,26,8,3,3
77.25,58,2087,26,8,3,4
98.58,58,2087,26,8,3,6
63.06,58,1476,26,8,4,3
84.36,58,2087,26,8,3,5
61.53,58,2087,26,8,3,3
88.56,58,2087,26,8,3,5
96.94,58,2087,26,8,3,6
84.58,58,2087,26,8,3,5
78.21,58,554,26,9,3,4
85.39,58,1113,26,9,5,5
79.28,77,554,26,8,3,5
78.97,58,554,26,8,3,5
78,58,1716,26,8,3,5
84.17,58,1742,26,8,3,5
96.92,58,554,26,8,3,6
70.92,58,554,26,8,3,4
85.06,58,2087,26,8,3,5
97.78,58,554,26,8,3,6
83,58,554,26,8,3,5
78.03,58,554,26,8,3,4
89.47,58,1716,26,8,3,5
93.08,58,1716,26,8,3,6
90.32,58,554,26,9,3,6
72.09,58,682,26,9,3,4
77.61,58,554,26,8,3,5
68.03,58,1716,26,8,3,3
94.06,58,554,26,8,3,6
82.17,58,554,26,8,3,5
82.42,58,554,26,8,3,5
96.17,58,554,26,8,3,6
94.81,63,554,26,8,3,6
78.74,58,554,26,9,3,4
86.25,58,1716,26,8,3,5
82.06,58,554,26,9,3,5
70.58,58,554,26,8,3,4
72.59,58,682,26,9,3,4
93.53,58,554,26,8,3,6
81.08,58,554,26,8,3,5
65.21,58,1716,26,9,3,3
83.08,58,125,35,8,3,5
89.89,58,554,26,8,3,6
67.41,58,1113,26,9,5,4
75.09,58,1113,26,9,5,5
83.87,58,1113,26,9,5,5
78.69,58,554,26,8,3,5
96.76,58,554,26,9,3,6
81.11,58,1742,26,8,3,4
78.11,58,554,26,8,3,4
68.35,58,554,26,9,3,3
87.44,58,554,26,8,3,5
90.44,58,554,26,8,3,6
78.28,58,554,26,8,3,5
65.83,58,554,26,8,3,3
89.91,58,1113,26,9,5,6
81.21,58,554,26,9,3,5
67.32,58,682,26,9,3,4
84.42,58,1859,26,8,3,5
78.35,58,2243,36,9,5,5
91.97,58,682,26,8,3,6
59.86,58,1742,26,8,3,3
88.32,58,682,26,9,3,5
77.22,58,1716,26,8,3,5
74.28,58,1742,26,8,3,4
69.32,58,1476,26,9,4,3
76.28,58,1716,26,8,3,3
61.5,58,1113,26,9,5,4
75.83,58,1859,26,8,3,4
98.86,58,1742,26,8,3,6
98.75,21,682,26,8,3,6
98.03,58,1742,26,8,3,6
77.53,58,1860,26,9,3,4
71.25,58,1859,26,8,3,4
93.83,58,1113,26,9,5,6
66.58,58,841,26,8,3,4
69.33,58,1716,26,8,3,3
88.47,58,841,26,8,3,6
82.69,58,841,26,8,3,5
73.47,58,841,26,8,3,4
79.59,58,1716,26,9,3,5
68.33,58,841,26,8,3,4
80.38,58,841,26,9,3,5
95.28,58,841,26,8,3,6
85.33,58,841,26,8,3,5
83,58,1716,26,8,3,5
91.86,58,841,26,8,3,6
77.44,58,841,26,9,3,5
76.15,58,841,26,9,3,4
85.65,58,1113,26,9,5,5
79.03,58,841,26,8,3,5
84.26,58,1113,26,9,5,5
85.17,58,1716,26,8,3,5
74.25,58,841,26,8,3,4
74.74,58,352,35,9,3,4
78.78,58,841,26,8,3,5
98.42,58,841,26,8,3,6
64.32,58,1113,26,9,5,4
84.25,58,841,26,8,3,5
94.28,58,841,26,8,3,6
86.87,58,1113,26,9,5,5
97.72,58,317,36,8,3,6
100,58,841,26,8,3,6
82.7,58,1113,26,9,5,5
80.61,58,841,26,8,3,5
70.25,58,841,26,8,3,4
79.53,58,841,26,9,3,5
83.97,58,841,26,8,3,5
78.97,58,841,26,8,3,5
81.75,58,1716,26,8,3,4
71.06,58,841,26,8,3,4
90.92,58,841,26,8,3,6
84.64,58,841,26,8,3,5
91.19,58,841,26,8,3,6
76.22,58,841,26,8,3,5
86.58,58,841,26,8,3,6
76.21,58,841,26,9,3,4
71.59,58,841,26,9,3,4
90.47,58,841,26,8,3,6
92.3,58,1113,26,9,5,6
82.14,58,841,26,8,3,5
73.03,58,841,26,8,3,4
76.19,58,841,26,8,3,4
79.78,58,841,26,8,3,5
93.39,58,1113,26,9,5,6
74.75,58,841,26,8,3,4
67.14,58,841,26,8,3,4
78.35,58,841,26,9,3,5
74.97,58,1716,26,9,3,5
82.78,58,682,26,8,3,5
78.59,58,682,26,9,3,5
72.82,58,682,26,9,3,4
75.47,58,682,26,9,3,4
81.68,58,682,26,9,3,5
83.65,58,682,26,9,3,5
79.03,58,682,26,9,3,5
76.28,58,682,26,8,3,4
82.62,58,682,26,9,3,5
92,58,682,26,8,3,6
78.72,58,682,26,8,3,4
71.24,58,1716,26,9,3,4
73.85,58,682,26,9,3,4
78.65,58,1574,36,9,5,4
66.04,58,1574,36,9,5,3
80.96,58,1574,36,9,5,5
68.48,58,1140,9,8,5,3
78.61,58,763,12,9,5,4
69.22,58,1140,9,8,5,4
61.65,58,1574,36,9,5,3
84.43,58,1574,36,9,5,5
74.74,58,1574,36,9,5,4
62,58,1140,9,9,5,3
72.52,58,1140,9,9,5,4
81.91,58,1113,26,9,5,5
79.7,58,1113,26,9,5,5
82,58,1113,26,9,5,5
88.13,58,1113,26,9,5,5
86.43,58,1113,26,9,5,5
84.35,58,1113,26,9,5,5
86.39,58,1113,26,9,5,5
84.52,58,1113,26,9,5,5
79.96,58,1113,26,9,5,4
81.74,58,1113,26,9,5,5
87.04,58,2037,36,9,5,5
91.04,58,1113,26,9,5,6
84.65,58,1113,26,9,5,5
95.52,58,1113,26,9,5,6
85.74,58,857,36,9,5,5
96.91,58,1113,26,9,5,6
75.78,58,488,36,6,3,4
91.08,58,658,36,8,3,6
86.5,58,2021,36,8,3,5
73,58,658,36,8,3,5
79.06,58,488,36,6,3,4
90.72,58,1139,9,8,3,6
84.72,49,488,36,6,3,5
93.06,21,488,36,6,3,6
93.72,49,488,36,6,3,6
91.81,58,488,36,6,3,6
62.86,58,317,36,8,3,3
94.78,58,488,36,6,3,6
72.58,58,265,9,8,3,4
85.97,58,488,36,6,3,5
95.14,58,1378,26,6,3,6
75,58,488,36,6,3,4
80.78,58,488,36,6,3,5
90.47,58,488,36,6,3,6
96.89,58,682,26,8,3,6
79.22,58,1378,26,6,3,4
75.11,58,1378,26,6,3,4
93.24,58,554,26,9,3,6
96.83,21,682,26,8,3,6
99.47,64,1611,25,8,3,6
85.75,58,1378,26,6,3,5
70.33,40,1378,26,6,3,4
66.83,49,1475,35,6,3,3
68.44,58,1183,26,8,3,3
82.5,58,1378,26,6,3,5
88.89,16,1378,26,6,3,5
97.08,58,1860,26,8,3,6
80.75,58,1378,26,6,3,4
75.69,58,1378,26,6,3,4
95.08,21,554,26,8,3,6
82.42,58,1716,26,8,3,4
83.92,21,2385,36,8,3,5
67,58,1378,26,6,3,3
98.11,21,1942,26,8,3,6
99.72,21,2385,36,8,3,6
79.03,58,1716,26,8,3,5
98.14,63,1859,26,8,3,6
72.92,58,1859,26,8,3,4
89.28,58,1859,26,8,3,5
87.36,58,1859,26,8,3,5
82.15,58,1716,26,9,3,5
97.78,58,1859,26,8,3,6
94.92,58,1859,26,8,3,6
87.03,58,1859,26,8,3,5
96.97,58,1859,26,8,3,6
89.75,58,1859,26,8,3,6
82.86,58,1859,26,8,3,5
97.56,33,644,29,8,3,6
90.94,58,1859,26,8,3,6
99.78,58,1859,26,8,3,6
86.28,58,1859,26,8,3,5
97.17,58,1859,26,8,3,6
81.56,58,1859,26,8,3,5
83.97,58,1716,26,9,3,5
82.81,77,682,26,8,3,5
95.83,58,682,26,8,3,6
85.64,58,1716,26,8,3,5
72.22,58,1716,26,8,3,4
77.69,58,1716,26,8,3,5
83.58,58,682,26,8,3,5
89.88,58,1860,26,9,3,6
77.25,58,1716,26,8,3,4
88,58,682,26,8,3,6
84.08,58,682,26,8,3,5
87.86,58,1716,26,8,3,5
68.08,58,1136,4,8,3,3
90.33,21,682,26,8,3,6
96.81,58,682,26,8,3,6
79.5,58,693,38,9,3,5
93.11,58,682,26,8,3,6
75.44,58,2087,26,8,3,4
83.28,58,682,26,8,3,5
89.58,58,1859,26,8,3,5
74.25,58,1716,26,8,3,4
67.71,58,1716,26,9,3,4
96.14,58,682,26,8,3,6
85.44,58,2087,26,8,3,5
98.75,58,682,26,8,3,6
76.56,58,682,26,9,3,5
70.74,58,682,26,9,3,4
84.33,58,682,26,8,3,5
83.17,58,682,26,8,3,5
90.58,58,682,26,8,3,5
68.14,58,2087,26,8,3,3
87.03,58,1716,26,9,3,4
71.18,58,682,26,9,3,4
97.92,58,682,26,8,3,6
88.17,58,682,26,8,3,5
84.69,58,682,26,8,3,5
76.58,58,682,26,8,3,4
72.47,58,682,26,9,3,4
81.48,58,682,26,9,3,5
74.36,58,682,26,8,3,4
73.86,58,1716,26,8,3,4
95.22,58,682,26,8,3,6
80.94,58,682,26,9,3,5
76.18,58,682,26,9,3,4
90.21,58,682,26,9,3,6
77.08,58,682,26,8,3,5
98.61,58,682,26,8,3,6
92.17,58,682,26,8,3,6
91.86,58,682,26,8,3,6
56.72,58,1742,26,8,3,2
64.22,58,1742,26,8,3,3
78.56,58,1742,26,8,3,4
96.61,58,1742,26,8,3,6
68.17,58,1716,26,8,3,4
63.42,58,1716,26,8,3,4
65.88,58,841,26,9,3,3
78.31,58,1716,26,8,3,5
66.83,58,1742,26,8,3,3
72.31,58,1716,26,8,3,4
65.03,58,1742,26,8,3,3
64.81,58,1742,26,8,3,4
98.44,58,1742,26,8,3,6
77.61,58,1742,26,8,3,5
92.44,58,1742,26,8,3,6
62.79,58,1113,26,9,5,4
80.19,58,1742,26,8,3,5
73.33,58,1716,26,8,3,4
70.83,58,1716,26,8,3,4
83.44,58,1716,26,8,3,5
72.42,58,2087,26,8,3,4
76.69,58,1742,26,8,3,4
72.92,58,1859,26,8,3,5
59.11,58,1742,26,8,3,3
99.5,58,1942,26,8,3,6
68.47,58,1136,4,8,3,4
68.83,58,1136,4,8,3,3
77.75,58,1942,26,8,3,5
79.97,58,1716,26,8,3,5
70.19,58,1942,26,8,3,4
77.39,58,1942,26,8,3,5
87.89,58,1942,26,8,3,5
83.47,58,1942,26,9,3,5
71.5,58,1716,26,8,3,4
71.58,58,1942,26,8,3,4
75.44,58,1140,9,8,5,4
76.67,58,1859,26,8,3,5
92.5,58,1716,26,8,3,6
88.08,58,1942,26,8,3,6
89.75,58,1942,26,8,3,6
76.75,58,1942,26,8,3,4
84.08,58,1139,9,8,3,5
85.11,58,1859,26,8,3,5
85.86,58,1716,26,8,3,5
86.72,58,1942,26,8,3,5
76.09,58,1942,26,9,3,4
80.41,58,1942,26,9,3,5
67.78,58,1139,9,9,3,4
80.85,58,265,9,8,3,5
62.83,58,658,36,8,3,4
77.94,58,1139,9,8,3,4
74.67,58,1139,9,8,3,4
75.47,58,317,36,8,3,4
78.53,58,1139,9,8,3,5
71.06,58,658,36,8,3,4
74.96,58,1574,36,9,5,4
74.97,58,1139,9,8,3,4
77.31,58,1139,9,8,3,5
76,58,317,36,8,3,5
71.7,58,1574,36,9,5,4
69.91,58,1574,36,9,5,4
75.44,58,317,36,8,3,4
80.78,58,317,36,8,3,5
82.61,58,317,36,8,3,5
65.28,58,1139,9,9,3,4
81.64,58,754,21,8,3,5
69.3,58,1574,36,9,5,4
85.44,16,317,36,8,3,5
71.47,16,317,36,8,3,4
75.03,58,1859,26,8,3,4
80,58,1716,26,8,3,5
79.31,58,1716,26,8,3,4
81.33,58,1716,26,8,3,5
69.19,58,1859,26,8,3,4
80.69,58,1716,26,8,3,5
76.81,58,1942,26,8,3,4
98.89,21,554,26,8,3,6
71.85,58,1942,26,9,3,4
68.83,58,1716,26,8,3,3
63.22,58,1942,26,8,3,3
95.58,21,554,26,8,3,6
73.09,58,554,26,9,3,4
85.69,58,1136,4,8,3,5
77.22,58,1942,26,8,3,5
75.09,58,1942,26,9,3,4
68.94,58,1942,26,8,3,4
70.61,58,1565,26,9,5,4
79.11,58,1942,26,8,3,5
70.71,58,1113,26,9,5,4
81.87,58,1113,26,9,5,4
97.94,21,554,26,8,3,6
71.17,58,2087,26,8,3,3
64.19,58,841,26,8,3,3
77.13,58,1565,26,9,5,5
83.43,58,1113,26,9,5,5
81.83,58,1113,26,9,5,5
81.87,58,1113,26,9,5,5
75.21,58,841,26,9,3,5
69.36,58,841,26,8,2,3
94.58,58,682,26,8,3,6
76.53,58,841,26,9,3,5
73.31,58,841,26,8,3,4
92.56,58,841,26,8,3,6
94.08,58,1742,26,8,3,6
84.69,58,1942,26,8,3,5
81.92,58,841,26,8,3,5
88.69,58,841,26,8,3,5
70.11,58,841,26,8,3,4
95.81,58,841,26,8,3,6
87.96,58,1716,26,9,3,6
74.59,58,841,26,9,3,4
72.29,58,841,26,9,3,4
65.08,58,841,26,8,3,3
70.06,58,841,26,8,3,4
91.39,58,841,26,8,3,6
76.03,58,841,26,8,3,5
76.58,58,841,26,8,3,5
79.89,58,841,26,8,3,5
86.03,58,841,26,8,3,5
76.88,58,841,26,9,3,4
70.75,58,841,26,8,3,4
73.94,58,682,26,8,3,5
73.5,58,1716,26,8,3,4
83.64,58,1742,26,8,3,5
77.86,58,554,26,8,3,5
94.94,58,841,26,8,3,6
75.33,58,841,26,8,3,5
78.67,58,841,26,8,3,5
98.61,58,841,26,8,3,6
78.67,58,841,26,8,3,5
72.53,58,841,26,9,3,4
92.64,58,841,26,8,3,6
84.17,58,682,26,8,3,5
87.64,58,841,26,8,3,5
72.31,58,841,26,8,3,4
98.67,77,841,26,8,3,6
74,58,841,26,9,3,4
71.11,58,841,26,8,3,4
78.59,58,841,26,9,3,5
81.13,58,1113,26,9,5,5
93.44,58,841,26,8,3,6
79.39,58,841,26,8,3,5
76.44,58,841,26,8,3,4
92.78,58,841,26,8,3,6
96.75,58,841,26,8,3,6
93.86,58,841,26,8,3,6
91.19,58,317,36,8,3,6
70.17,58,1574,36,9,5,4
90.75,58,265,9,8,3,6
75.86,48,317,36,8,3,5
65.67,58,317,36,8,3,3
76.48,58,1476,26,9,4,4
60.89,58,1140,9,8,5,3
94.61,48,317,36,8,3,6
71.22,58,658,36,8,3,4
89.89,58,265,9,8,3,6
63.64,58,317,36,8,3,3
74.08,58,2087,26,8,3,4
75.14,58,2087,26,8,3,4
63.19,58,2087,26,8,3,3
75.33,58,2087,26,8,3,4
96.36,58,2087,26,8,3,6
64.81,58,2087,26,8,3,3
83.19,58,2087,26,8,3,5
84.56,58,2087,26,8,3,5
85.5,58,2087,26,8,3,5
75.97,58,2087,26,8,3,4
97,58,2087,26,8,3,6
68.75,58,2087,26,8,3,3
74.39,58,2087,26,8,3,4
75.58,58,2087,26,8,3,4
67.25,58,2087,26,8,3,3
80.75,58,2087,26,8,3,5
65.03,58,2087,26,8,3,3
75.39,58,2087,26,8,3,4
66.89,58,1139,9,8,3,4
67.78,58,73,36,8,3,4
66.81,58,73,36,8,3,4
73.47,58,1139,9,8,3,5
88.22,58,73,36,8,3,5
75.08,58,1140,9,8,5,4
95.11,58,73,36,8,3,6
79.39,58,73,36,8,3,5
83.64,58,73,36,8,3,5
78.97,58,73,36,8,3,4
67.94,58,1139,9,8,3,4
83,58,73,36,8,3,5
92.17,58,73,36,8,3,6
71.78,58,1139,9,8,3,4
70.62,58,841,26,9,3,4
98.56,21,1860,26,8,3,6
86.11,58,554,26,8,3,5
88.17,58,1742,26,8,3,5
89.03,21,1942,26,8,3,5
62.08,58,1859,26,8,3,3
78.72,58,1378,26,6,3,4
98.92,21,2385,36,8,3,5
90.72,58,1716,26,8,3,6
88.47,58,1716,26,8,3,6
77.26,58,1716,26,9,3,4
69.69,58,682,26,8,3,4
71.69,58,1716,26,8,3,3
79.22,58,1859,26,8,3,5
71.09,58,1113,26,9,5,4
88.78,58,1113,26,9,5,5
73,58,682,26,9,3,4
68.94,58,1716,26,9,3,3
61.03,58,1139,9,8,3,4
79.36,58,1716,26,8,3,4
70.83,58,1716,26,8,3,4
64.41,58,682,26,9,3,3
85.78,58,1859,26,8,3,6
80.94,58,682,26,8,3,5
86.17,58,1716,26,8,3,5
75.08,58,1859,26,8,3,4
73.11,58,2087,26,8,3,4
78.42,77,1176,35,8,3,5
88.75,58,682,26,8,3,5
92.97,58,1860,26,9,3,6
69.94,58,682,26,9,3,4
76.22,58,682,26,8,3,5
74.53,58,682,26,8,3,4
69.47,58,682,26,9,3,4
78.19,58,1860,26,8,3,4
84.74,58,682,26,9,3,4
77.96,58,1565,26,9,5,5
77.09,58,1565,26,9,5,4
80.97,58,1859,26,8,3,5
94.17,58,682,26,8,3,6
80.64,58,1716,26,8,3,5
79.56,58,1716,26,8,3,5
72.91,58,1860,26,9,3,4
72.94,58,1942,26,9,3,4
66.71,58,1942,26,9,3,4
83.47,58,1942,26,8,3,5
75.36,58,1716,26,8,3,5
67.36,58,1859,26,8,3,4
82.53,58,1716,26,8,3,5
80.28,58,1942,26,8,3,5
80.94,58,1942,26,9,3,5
91.65,58,1113,26,9,5,6
95.13,58,1135,36,9,5,6
74.43,58,1113,26,9,5,4
82.3,58,1113,26,9,5,5
64.81,58,1036,45,8,3,3
69.94,58,923,45,8,3,4
98.67,58,923,45,8,3,6
96.47,58,923,45,8,3,6
83.83,58,923,45,8,3,5
96.42,58,923,45,8,3,6
96.14,58,923,45,8,3,6
69.03,58,923,45,8,3,4
97.22,58,923,45,8,3,6
62.33,58,923,45,8,3,3
93.94,58,923,45,8,3,6
93.33,58,923,45,8,3,6
72.33,58,923,45,8,1,4
62.97,58,923,45,8,3,3
83.83,58,923,45,8,3,5
92.75,58,923,45,8,3,5
84.33,58,923,45,8,3,5
69.28,58,923,45,8,3,4
99.56,58,923,45,8,3,6
92.47,58,923,45,8,3,6
99.67,58,923,45,8,3,6
99.83,58,923,45,8,3,6
85.72,58,923,45,8,3,5
78.06,58,923,45,8,3,4
80.69,58,923,45,8,3,5
71.71,58,2403,45,9,3,4
85.06,58,923,45,8,3,5
77.94,58,923,45,8,3,5
80.81,58,923,45,8,3,5
85.81,58,923,45,8,3,5
78.22,58,2403,45,8,3,4
75.22,58,923,45,8,3,5
88.78,58,923,45,8,3,5
69,58,923,45,8,1,3
82,58,923,45,8,3,5
99.39,58,923,45,8,3,6
67.75,58,923,45,8,3,4
75.67,58,923,45,8,3,4
99.56,58,923,45,8,3,6
81.39,58,923,45,8,3,5
65.67,58,936,45,8,3,4
92.97,58,923,45,8,3,6
99.64,58,923,45,8,3,6
70.75,58,1036,45,8,3,4
99.72,58,923,45,8,3,6
90.5,58,923,45,8,3,6
68.36,58,923,45,8,3,3
79.33,58,923,45,8,2,4
80.19,58,923,45,8,1,4
97.22,58,923,45,8,3,6
94.64,58,923,45,8,3,6
90.25,58,923,45,8,3,6
92.61,58,923,45,8,3,6
88.67,58,923,45,8,3,5
80.11,58,923,45,8,3,5
91.94,58,923,45,8,3,6
71.89,58,1035,45,8,5,4
89.97,58,923,45,8,3,6
84.5,58,923,45,8,3,5
73.47,58,923,45,8,3,4
72.83,58,923,45,8,3,5
69.28,58,923,45,8,3,4
67.92,58,923,45,8,3,3
99.64,58,923,45,8,3,6
88.81,58,923,45,8,3,5
70.31,58,923,45,8,1,4
95.42,58,923,45,8,3,6
77.83,58,923,45,8,3,4
61.06,58,923,45,8,3,3
57.81,58,923,45,8,2,3
61.25,58,923,45,8,2,3
85.67,58,923,45,8,3,5
62,58,923,45,8,1,3
67.44,58,923,45,8,1,3
80.36,58,923,45,8,3,5
86.86,58,923,45,8,3,5
99,58,923,45,8,3,6
87.92,58,923,45,8,3,5
